 HS2017_CD, HS2017_KO_NM, KSIC10_CD, KSIC10_KO_NM
851762,음성ㆍ영상이나 그 밖의 자료의 수신용ㆍ변환용ㆍ송신용ㆍ재생용 기기[교환기와 라우팅(routing)기기를 포함한다],26429,기타 무선 통신장비 제조업
