KCPC2_CD, KCPC2_NM, CPC21_CD, CPC21_EN_NM, ISIC4_CD, ISIC4_KO_NM, ISIC4_EN_NM, KSIC10_CD, KSIC10_KO_NM, HS2017_CD, HS2017_KO_NM, HS2017_EN_NM
1111,종자용 밀,1111,"Wheat, seed",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1123,종자 및 묘목 생산업,100111,종자,Seed
1111,종자용 밀,1111,"Wheat, seed",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1123,종자 및 묘목 생산업,100191,종자,Seed
1112,기타 밀,1112,"Wheat, other",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1110,곡물 및 기타 식량작물 재배업,100119,기타,Other
1112,기타 밀,1112,"Wheat, other",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1110,곡물 및 기타 식량작물 재배업,100199,기타,Other
1121,종자용 옥수수,1121,"Maize (corn), seed",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1123,종자 및 묘목 생산업,100510,종자용,For seed
1122,기타 옥수수,1122,"Maize (corn), other",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1110,곡물 및 기타 식량작물 재배업,100590,기타,Other
1131,종자용 벼,1131,"Rice, seed",112,쌀 재배업,Growing of rice,1123,종자 및 묘목 생산업,100610,벼,Rice in the husk (paddy or rough)
1132,기타 벼,1132,"Rice paddy, other (not husked)",112,쌀 재배업,Growing of rice,1110,곡물 및 기타 식량작물 재배업,100610,벼,Rice in the husk (paddy or rough)
1141,종자용 수수,1141,"Sorghum, seed",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1123,종자 및 묘목 생산업,100710,종자,Seed
1142,기타 수수,1142,"Sorghum, other",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1110,곡물 및 기타 식량작물 재배업,100790,기타,Other
1151,종자용 보리,1151,"Barley, seed",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1123,종자 및 묘목 생산업,100310,종자,Seed
1152,기타 보리,1152,"Barley, other",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1110,곡물 및 기타 식량작물 재배업,100390,기타,Other
1153,종자용 맥주보리,1151,"Barley, seed",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1123,종자 및 묘목 생산업,100310,종자,Seed
1154,기타 맥주보리,1152,"Barley, other",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1110,곡물 및 기타 식량작물 재배업,100390,기타,Other
1161,종자용 호밀,1161,"Rye, seed",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1123,종자 및 묘목 생산업,100210,종자,Seed
1162,기타 호밀,1162,"Rye, other",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1110,곡물 및 기타 식량작물 재배업,100290,기타,Other
1171,종자용 귀리,1171,"Oats, seed",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1123,종자 및 묘목 생산업,100410,종자,Seed
1172,기타 귀리,1172,"Oats, other",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1110,곡물 및 기타 식량작물 재배업,100490,기타,Other
1181,종자용 기장,1181,"Millet, seed",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1123,종자 및 묘목 생산업,100821,종자,Seed
1182,기타 기장,1182,"Millet, other",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1110,곡물 및 기타 식량작물 재배업,100829,기타,Other
1191,메밀,1192,Buckwheat,111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1110,곡물 및 기타 식량작물 재배업,100810,메밀,Buckwheat
1191,메밀,1192,Buckwheat,111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1123,종자 및 묘목 생산업,100810,메밀,Buckwheat
1192,퀴노아,1194,Quinoa,111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1110,곡물 및 기타 식량작물 재배업,100850,퀴노아(quinoa)[체노포디움 퀴노아(Chenopodium quinoa)],Quinoa (Chenopodium quinoa)
1192,퀴노아,1194,Quinoa,111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1123,종자 및 묘목 생산업,100850,퀴노아(quinoa)[체노포디움 퀴노아(Chenopodium quinoa)],Quinoa (Chenopodium quinoa)
1193,카나리시드,1195,Canary seed,111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1110,곡물 및 기타 식량작물 재배업,100830,카나리시드(canary seed),Canary seeds
1193,카나리시드,1195,Canary seed,111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1123,종자 및 묘목 생산업,100830,카나리시드(canary seed),Canary seeds
1199,기타 곡물,1191,Triticale,111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1110,곡물 및 기타 식량작물 재배업,100840,포니오(Fonio)[디지타리아(Digitaria)종],Fonio (Digitaria spp.)
1199,기타 곡물,1193,Fonio,111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1123,종자 및 묘목 생산업,100860,라이밀(triticale),Triticale
1199,기타 곡물,1199,Other cereals n.e.c.,111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1123,종자 및 묘목 생산업,100890,그 밖의 곡물,Other cereals
1211,아스파라거스,1211,Asparagus,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1121,채소작물 재배업,70920,아스파라거스(asparagus),Asparagus
1211,아스파라거스,1211,Asparagus,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1152,"채소, 화훼 및 과실작물 시설 재배업",70920,아스파라거스(asparagus),Asparagus
1212,배추,1212,Cabbages,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1121,채소작물 재배업,70420,방울다다기 양배추,Brussels sprouts
1212,배추,1212,Cabbages,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1152,"채소, 화훼 및 과실작물 시설 재배업",70490,기타,Other
1213,꽃양배추 및 브로콜리,1213,Cauliflowers and broccoli,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1121,채소작물 재배업,70410,꽃양배추와 결구(結球) 브로콜리(broccoli),Cauliflowers and headed broccoli
1213,꽃양배추 및 브로콜리,1213,Cauliflowers and broccoli,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1152,"채소, 화훼 및 과실작물 시설 재배업",70410,꽃양배추와 결구(結球) 브로콜리(broccoli),Cauliflowers and headed broccoli
1214,상추 및 치커리,1214,Lettuce and chicory,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1121,채소작물 재배업,70511,결구(結球) 상추,Cabbage lettuce (head lettuce)
1214,상추 및 치커리,1214,Lettuce and chicory,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1152,"채소, 화훼 및 과실작물 시설 재배업",70519,기타,Other
1214,상추 및 치커리,1214,Lettuce and chicory,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1152,"채소, 화훼 및 과실작물 시설 재배업",70521,위트루프 치커리(Witloof chicory)[시코리엄 인티부스 변종 포리오섬(Cichorium intybus var. foliosum)],Witloof chicory (Cichorium intybus var. foliosum)
1214,상추 및 치커리,1214,Lettuce and chicory,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1152,"채소, 화훼 및 과실작물 시설 재배업",70529,기타,Other
1215,시금치류,1215,Spinach,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1121,채소작물 재배업,70970,시금치류,"Spinach, New Zealand spinach and orache spinach (garden spinach)"
1215,시금치류,1215,Spinach,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1152,"채소, 화훼 및 과실작물 시설 재배업",70970,시금치류,"Spinach, New Zealand spinach and orache spinach (garden spinach)"
1219,기타 엽채류,1216,Artichokes,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1121,채소작물 재배업,70991,글로브 아티초크(globe artichoke),Globe artichokes
1219,기타 엽채류,1219,Other leafy or stem vegetables,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1152,"채소, 화훼 및 과실작물 시설 재배업",70999,기타,Other
1221,수박,1221,Watermelons,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1121,채소작물 재배업,80711,수박,Watermelons
1221,수박,1221,Watermelons,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1152,"채소, 화훼 및 과실작물 시설 재배업",80711,수박,Watermelons
1229,기타 멜론,1229,Cantaloupes and other melons,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1121,채소작물 재배업,80719,기타,Other
1229,기타 멜론,1229,Cantaloupes and other melons,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1152,"채소, 화훼 및 과실작물 시설 재배업",80719,기타,Other
1231,풋고추,1231,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",128,"향료, 아로마, 약물, 제약 작물 재배업","Growing of spices, aromatic, drug and pharmaceutical crops",1121,채소작물 재배업,70960,고추류[캡시컴(Capsicum)속]의 열매나 피멘타(Pimenta)속의 열매,Fruits of the genus Capsicum or of the genus Pimenta
1231,풋고추,1231,"Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)",128,"향료, 아로마, 약물, 제약 작물 재배업","Growing of spices, aromatic, drug and pharmaceutical crops",1152,"채소, 화훼 및 과실작물 시설 재배업",70960,고추류[캡시컴(Capsicum)속]의 열매나 피멘타(Pimenta)속의 열매,Fruits of the genus Capsicum or of the genus Pimenta
1232,오이,1232,Cucumbers and gherkins,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1121,채소작물 재배업,70700,오이류(신선한 것이나 냉장한 것으로 한정한다),"Cucumbers and gherkins, fresh or chilled."
1232,오이,1232,Cucumbers and gherkins,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1152,"채소, 화훼 및 과실작물 시설 재배업",70700,오이류(신선한 것이나 냉장한 것으로 한정한다),"Cucumbers and gherkins, fresh or chilled."
1233,가지,1233,Eggplants (aubergines),113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1121,채소작물 재배업,70930,가지(에그플랜트),Aubergines (egg-plants)
1233,가지,1233,Eggplants (aubergines),113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1152,"채소, 화훼 및 과실작물 시설 재배업",70930,가지(에그플랜트),Aubergines (egg-plants)
1234,토마토,1234,Tomatoes,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1121,채소작물 재배업,70200,토마토(신선한 것이나 냉장한 것으로 한정한다),"Tomatoes, fresh or chilled."
1234,토마토,1234,Tomatoes,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1152,"채소, 화훼 및 과실작물 시설 재배업",70200,토마토(신선한 것이나 냉장한 것으로 한정한다),"Tomatoes, fresh or chilled."
1235,호박,1235,"Pumpkins, squash and gourds",113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1121,채소작물 재배업,70993,호박류[쿠쿠르비타(Cucurbita)종],"Pumpkins, squash and gourds (Cucurbita spp.)"
1235,호박,1235,"Pumpkins, squash and gourds",113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1152,"채소, 화훼 및 과실작물 시설 재배업",70993,호박류[쿠쿠르비타(Cucurbita)종],"Pumpkins, squash and gourds (Cucurbita spp.)"
1239,기타 과채류,1239,Other fruit-bearing vegetables,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1121,채소작물 재배업,70999,기타,Other
1239,기타 과채류,1239,Other fruit-bearing vegetables,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1152,"채소, 화훼 및 과실작물 시설 재배업",70999,기타,Other
1241,콩,1241,"Beans, green",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1121,채소작물 재배업,70820,콩[비그나(Vigna)종ㆍ파세러스(Phaseolus)종)],"Beans (Vigna spp., Phaseolus spp.)"
1241,콩,1241,"Beans, green",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1152,"채소, 화훼 및 과실작물 시설 재배업",70820,콩[비그나(Vigna)종ㆍ파세러스(Phaseolus)종)],"Beans (Vigna spp., Phaseolus spp.)"
1242,완두콩,1242,"Peas, green",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1121,채소작물 재배업,70810,완두[피섬 새티범(Pisum sativum)],Peas (Pisum sativum)
1242,완두콩,1242,"Peas, green",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1152,"채소, 화훼 및 과실작물 시설 재배업",70810,완두[피섬 새티범(Pisum sativum)],Peas (Pisum sativum)
1243,콩나물,1249,Other green leguminous vegetables,111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1151,콩나물 재배업,70890,그 밖의 채두류(菜豆類),Other leguminous vegetables
1244,누에콩,1243,"Broad beans and horse beans, green",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1121,채소작물 재배업,70890,그 밖의 채두류(菜豆類),Other leguminous vegetables
1244,누에콩,1243,"Broad beans and horse beans, green",111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1152,"채소, 화훼 및 과실작물 시설 재배업",70890,그 밖의 채두류(菜豆類),Other leguminous vegetables
1249,기타 야채콩류,1249,Other green leguminous vegetables,111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1121,채소작물 재배업,70890,그 밖의 채두류(菜豆類),Other leguminous vegetables
1249,기타 야채콩류,1249,Other green leguminous vegetables,111,"곡물(쌀 제외), 콩류, 종실유 재배업","Growing of cereals (except rice), leguminous crops and oil seeds",1152,"채소, 화훼 및 과실작물 시설 재배업",70890,그 밖의 채두류(菜豆類),Other leguminous vegetables
1251,당근과 순무,1251,Carrots and turnips,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1121,채소작물 재배업,70610,당근과 순무,Carrots and turnips
1251,당근과 순무,1251,Carrots and turnips,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1152,"채소, 화훼 및 과실작물 시설 재배업",70610,당근과 순무,Carrots and turnips
1252,마늘,1252,Green garlic,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1121,채소작물 재배업,70320,마늘,Garlic
1252,마늘,1252,Green garlic,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1152,"채소, 화훼 및 과실작물 시설 재배업",70320,마늘,Garlic
1253,양파,1253,Onions,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1121,채소작물 재배업,70310,양파와 쪽파,Onions and shallots
1253,양파,1253,Onions,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1152,"채소, 화훼 및 과실작물 시설 재배업",70310,양파와 쪽파,Onions and shallots
1254,파,1254,Leeks and other alliaceous vegetables,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1121,채소작물 재배업,70390,리크(leek)와 그 밖의 파속의 채소,Leeks and other alliaceous vegetables
1254,파,1254,Leeks and other alliaceous vegetables,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1152,"채소, 화훼 및 과실작물 시설 재배업",70390,리크(leek)와 그 밖의 파속의 채소,Leeks and other alliaceous vegetables
1255,무,1251,Carrots and turnips,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1121,채소작물 재배업,70610,당근과 순무,Carrots and turnips
1255,무,1251,Carrots and turnips,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1152,"채소, 화훼 및 과실작물 시설 재배업",70610,당근과 순무,Carrots and turnips
1259,"기타 뿌리, 인경 및 괴경 채소(인삼 제외)",1259,"Other root, bulb and tuberous vegetables, n.e.c.",113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1121,채소작물 재배업,70690,기타,Other
1260,종자용 채소(비트 제외),1260,"Vegetable seeds, except beet seeds",113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1123,종자 및 묘목 생산업,120991,채소 종자,Vegetable seeds
1270,버섯 및 송로,1270,Mushrooms and truffles,113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1159,기타 시설작물 재배업,70951,아가리쿠스(Agaricus)속의 버섯,Mushrooms of the genus Agaricus
1270,버섯 및 송로,1270,Mushrooms and truffles,230,임산물 채취업,Gathering of non-wood forest products,1159,기타 시설작물 재배업,70959,기타,Other
1290,기타  채소,1290,"Vegetables, fresh, n.e.c.",113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1121,채소작물 재배업,70940,셀러리(celery)[셀러리액(celeriac)은 제외한다],Celery other than celeriac
1290,기타  채소,1290,"Vegetables, fresh, n.e.c.",113,"야채와 멜론, 구근, 덩이줄기 재배업","Growing of vegetables and melons, roots and tubers",1152,"채소, 화훼 및 과실작물 시설 재배업",70999,기타,Other
1311,아보카도,1311,Avocados,122,열대 및 아열대 과일 재배업,Growing of tropical and subtropical fruits,1131,과실작물 재배업,80440,아보카도(avocado),Avocados
1311,아보카도,1311,Avocados,122,열대 및 아열대 과일 재배업,Growing of tropical and subtropical fruits,1152,"채소, 화훼 및 과실작물 시설 재배업",80440,아보카도(avocado),Avocados
1312,바나나,1312,Bananas,122,열대 및 아열대 과일 재배업,Growing of tropical and subtropical fruits,1131,과실작물 재배업,80390,기타,Other
1312,바나나,1312,Bananas,122,열대 및 아열대 과일 재배업,Growing of tropical and subtropical fruits,1152,"채소, 화훼 및 과실작물 시설 재배업",80390,기타,Other
1313,플랜틴 및 요리용 바나나,1312,Bananas,122,열대 및 아열대 과일 재배업,Growing of tropical and subtropical fruits,1131,과실작물 재배업,80390,기타,Other
1313,플랜틴 및 요리용 바나나,1312,Bananas,122,열대 및 아열대 과일 재배업,Growing of tropical and subtropical fruits,1152,"채소, 화훼 및 과실작물 시설 재배업",80390,기타,Other
1314,대추야자,1314,Dates,122,열대 및 아열대 과일 재배업,Growing of tropical and subtropical fruits,1131,과실작물 재배업,80410,대추야자,Dates
1314,대추야자,1314,Dates,122,열대 및 아열대 과일 재배업,Growing of tropical and subtropical fruits,1152,"채소, 화훼 및 과실작물 시설 재배업",80410,대추야자,Dates
1315,무화과,1315,Figs,122,열대 및 아열대 과일 재배업,Growing of tropical and subtropical fruits,1131,과실작물 재배업,80420,무화과,Figs
1315,무화과,1315,Figs,122,열대 및 아열대 과일 재배업,Growing of tropical and subtropical fruits,1152,"채소, 화훼 및 과실작물 시설 재배업",80420,무화과,Figs
1316,"망고, 구아바, 망고스틴",1316,"Mangoes, guavas and mangosteens",122,열대 및 아열대 과일 재배업,Growing of tropical and subtropical fruits,1131,과실작물 재배업,80450,구아바(guava)ㆍ망고(mango)ㆍ망고스틴(mangosteen),"Guavas, mangoes and mangosteens"
1316,"망고, 구아바, 망고스틴",1316,"Mangoes, guavas and mangosteens",122,열대 및 아열대 과일 재배업,Growing of tropical and subtropical fruits,1152,"채소, 화훼 및 과실작물 시설 재배업",80450,구아바(guava)ㆍ망고(mango)ㆍ망고스틴(mangosteen),"Guavas, mangoes and mangosteens"
1317,파파야,1317,Papayas,122,열대 및 아열대 과일 재배업,Growing of tropical and subtropical fruits,1131,과실작물 재배업,80720,포포(papaw)[파파야(papaya)],Papaws (papayas)
1317,파파야,1317,Papayas,122,열대 및 아열대 과일 재배업,Growing of tropical and subtropical fruits,1152,"채소, 화훼 및 과실작물 시설 재배업",80720,포포(papaw)[파파야(papaya)],Papaws (papayas)
1318,파인애플,1318,Pineapples,122,열대 및 아열대 과일 재배업,Growing of tropical and subtropical fruits,1131,과실작물 재배업,80430,파인애플,Pineapples
1318,파인애플,1318,Pineapples,122,열대 및 아열대 과일 재배업,Growing of tropical and subtropical fruits,1152,"채소, 화훼 및 과실작물 시설 재배업",80430,파인애플,Pineapples
1319,기타 열대 및 아열대 과일,1319,"Other tropical and subtropical fruits, n.e.c.",122,열대 및 아열대 과일 재배업,Growing of tropical and subtropical fruits,1131,과실작물 재배업,81060,두리안(durian),Durians
1319,기타 열대 및 아열대 과일,1319,"Other tropical and subtropical fruits, n.e.c.",122,열대 및 아열대 과일 재배업,Growing of tropical and subtropical fruits,1152,"채소, 화훼 및 과실작물 시설 재배업",81090,기타,Other
1321,포멜로우 및 그레이프프루트,1321,Pomelos and grapefruits,123,감귤류 과일 재배,Growing of citrus fruits,1131,과실작물 재배업,80540,그레이프프루트(grapefruit)[포멜로(pomelos)를 포함한다],"Grapefruit, including pomelos"
1321,포멜로우 및 그레이프프루트,1321,Pomelos and grapefruits,123,감귤류 과일 재배,Growing of citrus fruits,1152,"채소, 화훼 및 과실작물 시설 재배업",80540,그레이프프루트(grapefruit)[포멜로(pomelos)를 포함한다],"Grapefruit, including pomelos"
1322,레몬과 라임,1322,Lemons and limes,123,감귤류 과일 재배,Growing of citrus fruits,1131,과실작물 재배업,80550,"레몬[시트러스 리몬(Citrus limon)ㆍ시트러스 리머늄(Citrus limonum)], 라임(lime)[시트러스 오란티폴리아(Citrus aurantifolia)ㆍ시트러스 라티폴리아(Citrus latifolia)]","Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)"
1322,레몬과 라임,1322,Lemons and limes,123,감귤류 과일 재배,Growing of citrus fruits,1152,"채소, 화훼 및 과실작물 시설 재배업",80550,"레몬[시트러스 리몬(Citrus limon)ㆍ시트러스 리머늄(Citrus limonum)], 라임(lime)[시트러스 오란티폴리아(Citrus aurantifolia)ㆍ시트러스 라티폴리아(Citrus latifolia)]","Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)"
1323,오렌지,1323,Oranges,123,감귤류 과일 재배,Growing of citrus fruits,1131,과실작물 재배업,80510,오렌지,Oranges
1323,오렌지,1323,Oranges,123,감귤류 과일 재배,Growing of citrus fruits,1152,"채소, 화훼 및 과실작물 시설 재배업",80510,오렌지,Oranges
1324,감귤,1329,"Other citrus fruit, n.e.c.",123,감귤류 과일 재배,Growing of citrus fruits,1131,과실작물 재배업,80590,기타,Other
1324,감귤,1329,"Other citrus fruit, n.e.c.",123,감귤류 과일 재배,Growing of citrus fruits,1152,"채소, 화훼 및 과실작물 시설 재배업",80590,기타,Other
1329,기타 감귤류,1324,"Tangerines, mandarins, clementines",123,감귤류 과일 재배,Growing of citrus fruits,1131,과실작물 재배업,80521,만다린(mandarins)[탄제린(tangerines)ㆍ세트수머(satsumas)를 포함한다],Mandarins (including tangerines and satsumas)
1329,기타 감귤류,1329,"Other citrus fruit, n.e.c.",123,감귤류 과일 재배,Growing of citrus fruits,1152,"채소, 화훼 및 과실작물 시설 재배업",80522,클레멘타인(clementine),Clementines
1329,기타 감귤류,1329,"Other citrus fruit, n.e.c.",123,감귤류 과일 재배,Growing of citrus fruits,1152,"채소, 화훼 및 과실작물 시설 재배업",80529,기타,Other
1329,기타 감귤류,1329,"Other citrus fruit, n.e.c.",123,감귤류 과일 재배,Growing of citrus fruits,1152,"채소, 화훼 및 과실작물 시설 재배업",80590,기타,Other
1330,포도,1330,Grapes,121,포도 재배업,Growing of grapes,1131,과실작물 재배업,80610,신선한 것,Fresh
1330,포도,1330,Grapes,121,포도 재배업,Growing of grapes,1152,"채소, 화훼 및 과실작물 시설 재배업",80610,신선한 것,Fresh
1341,사과,1341,Apples,124,이과 및 핵과 재배업,Growing of pome fruits and stone fruits,1131,과실작물 재배업,80810,사과,Apples
1341,사과,1341,Apples,124,이과 및 핵과 재배업,Growing of pome fruits and stone fruits,1152,"채소, 화훼 및 과실작물 시설 재배업",80810,사과,Apples
1342,배,1342,Pears and quinces,124,이과 및 핵과 재배업,Growing of pome fruits and stone fruits,1131,과실작물 재배업,80830,배,Pears
1342,배,1342,Pears and quinces,124,이과 및 핵과 재배업,Growing of pome fruits and stone fruits,1152,"채소, 화훼 및 과실작물 시설 재배업",80840,마르멜로(quince),Quinces
1343,살구,1343,Apricots,124,이과 및 핵과 재배업,Growing of pome fruits and stone fruits,1131,과실작물 재배업,80910,살구,Apricots
1343,살구,1343,Apricots,124,이과 및 핵과 재배업,Growing of pome fruits and stone fruits,1152,"채소, 화훼 및 과실작물 시설 재배업",80910,살구,Apricots
1344,체리,1344,Cherries,124,이과 및 핵과 재배업,Growing of pome fruits and stone fruits,1131,과실작물 재배업,80921,신 체리[프루너스 체라서스(Prunus cerasus)],Sour cherries (Prunus cerasus)
1344,체리,1344,Cherries,124,이과 및 핵과 재배업,Growing of pome fruits and stone fruits,1152,"채소, 화훼 및 과실작물 시설 재배업",80929,기타,Other
1345,복숭아,1345,Peaches and nectarines,124,이과 및 핵과 재배업,Growing of pome fruits and stone fruits,1131,과실작물 재배업,80930,복숭아[넥터린(nectarine)을 포함한다],"Peaches, including nectarines"
1345,복숭아,1345,Peaches and nectarines,124,이과 및 핵과 재배업,Growing of pome fruits and stone fruits,1152,"채소, 화훼 및 과실작물 시설 재배업",80930,복숭아[넥터린(nectarine)을 포함한다],"Peaches, including nectarines"
1346,자두,1346,Plums and sloes,124,이과 및 핵과 재배업,Growing of pome fruits and stone fruits,1131,과실작물 재배업,80940,자두와 슬로(sloe),Plums and sloes
