KCPC2_CD, KCPC2_NM, CPC21_CD, CPC21_EN_NM, ISIC4_CD, ISIC4_KO_NM, ISIC4_EN_NM, KSIC10_CD, KSIC10_KO_NM, HS2017_CD, HS2017_KO_NM, HS2017_EN_NM
21694,그 밖의 기타 식물성유와 그 분획물,21691,"Other vegetable oils, crude or refined, n.e.c.",1062,전분 및 전분 제품 제조업,Manufacture of starches and starch products,10403,식용 정제유 및 가공유 제조업,151590,기타,Other
21694,그 밖의 기타 식물성유와 그 분획물,21691,"Other vegetable oils, crude or refined, n.e.c.",1062,전분 및 전분 제품 제조업,Manufacture of starches and starch products,10403,식용 정제유 및 가공유 제조업,151321,조유(粗油),Crude oil
21694,그 밖의 기타 식물성유와 그 분획물,21691,"Other vegetable oils, crude or refined, n.e.c.",1062,전분 및 전분 제품 제조업,Manufacture of starches and starch products,10403,식용 정제유 및 가공유 제조업,151329,기타,Other
21695,"식물성 지방 및 그 분획물(전체적으로나 부분적으로 수소를 첨가한 것, 인터에스텔화 한 것, 리에스테르화 한 것, 엘라이딘화 한 것, 정제 여부 불문, 더 이상 가공한 것은 제외)",21693,"Vegetable oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared",1040,동물성 및 식물성 유지 제조업,Manufacture of vegetable and animal oils and fats,10403,식용 정제유 및 가공유 제조업,151620,식물성 지방과 기름 및 이들의 분획물,Vegetable fats and oils and their fractions
21700,마가린 및 이와 유사한 조제품,21700,Margarine and similar preparations,1040,동물성 및 식물성 유지 제조업,Manufacture of vegetable and animal oils and fats,10403,식용 정제유 및 가공유 제조업,151710,마가린(액상 마가린은 제외한다),"Margarine, excluding liquid margarine"
21700,마가린 및 이와 유사한 조제품,21700,Margarine and similar preparations,1040,동물성 및 식물성 유지 제조업,Manufacture of vegetable and animal oils and fats,10403,식용 정제유 및 가공유 제조업,151790,기타,Other
21800,면린터(잔솜털),21800,Cotton linters,1040,동물성 및 식물성 유지 제조업,Manufacture of vegetable and animal oils and fats,10403,식용 정제유 및 가공유 제조업,140420,면(綿) 린터(linter),Cotton linters
21910,식물성 유지의 오일 케이크(깻묵) 및 기타 고형 잔류물,21910,"Oil-cake and other solid residues, of vegetable fats or oils",1040,동물성 및 식물성 유지 제조업,Manufacture of vegetable and animal oils and fats,10402,식물성 유지 제조업,230400,대두유를 추출할 때 얻는 오일 케이크와 고체 형태의 유박[잘게 부순 것인지 또는 펠릿(pellet) 모양인지에 상관없다],"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of soyabean oil."
21910,식물성 유지의 오일 케이크(깻묵) 및 기타 고형 잔류물,21910,"Oil-cake and other solid residues, of vegetable fats or oils",1040,동물성 및 식물성 유지 제조업,Manufacture of vegetable and animal oils and fats,10402,식물성 유지 제조업,230500,땅콩기름을 추출할 때 얻는 오일 케이크와 고체 형태의 유박[잘게 부순 것인지 또는 펠릿(pellet) 모양인지에 상관없다],"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of ground-nut oil."
21910,식물성 유지의 오일 케이크(깻묵) 및 기타 고형 잔류물,21910,"Oil-cake and other solid residues, of vegetable fats or oils",1040,동물성 및 식물성 유지 제조업,Manufacture of vegetable and animal oils and fats,10402,식물성 유지 제조업,230610,목화씨에서 나온 것,Of cotton seeds
21910,식물성 유지의 오일 케이크(깻묵) 및 기타 고형 잔류물,21910,"Oil-cake and other solid residues, of vegetable fats or oils",1040,동물성 및 식물성 유지 제조업,Manufacture of vegetable and animal oils and fats,10402,식물성 유지 제조업,230620,아마씨에서 나온 것,Of linseed
21910,식물성 유지의 오일 케이크(깻묵) 및 기타 고형 잔류물,21910,"Oil-cake and other solid residues, of vegetable fats or oils",1040,동물성 및 식물성 유지 제조업,Manufacture of vegetable and animal oils and fats,10402,식물성 유지 제조업,230630,해바라기씨에서 나온 것,Of sunflower seeds
21910,식물성 유지의 오일 케이크(깻묵) 및 기타 고형 잔류물,21910,"Oil-cake and other solid residues, of vegetable fats or oils",1040,동물성 및 식물성 유지 제조업,Manufacture of vegetable and animal oils and fats,10402,식물성 유지 제조업,230641,"저에루크산(low erucic acid) 유채(rape, colza)씨에서 나온 것",Of low erucic acid rape or colza seeds
21910,식물성 유지의 오일 케이크(깻묵) 및 기타 고형 잔류물,21910,"Oil-cake and other solid residues, of vegetable fats or oils",1040,동물성 및 식물성 유지 제조업,Manufacture of vegetable and animal oils and fats,10402,식물성 유지 제조업,230649,기타,Other
21910,식물성 유지의 오일 케이크(깻묵) 및 기타 고형 잔류물,21910,"Oil-cake and other solid residues, of vegetable fats or oils",1040,동물성 및 식물성 유지 제조업,Manufacture of vegetable and animal oils and fats,10402,식물성 유지 제조업,230650,야자나 코프라(copra)에서 나온 것,Of coconut or copra
21910,식물성 유지의 오일 케이크(깻묵) 및 기타 고형 잔류물,21910,"Oil-cake and other solid residues, of vegetable fats or oils",1040,동물성 및 식물성 유지 제조업,Manufacture of vegetable and animal oils and fats,10402,식물성 유지 제조업,230660,팜 너트(palm nut)나 핵(核)에서 나온 것,Of palm nuts or kernels
21910,식물성 유지의 오일 케이크(깻묵) 및 기타 고형 잔류물,21910,"Oil-cake and other solid residues, of vegetable fats or oils",1040,동물성 및 식물성 유지 제조업,Manufacture of vegetable and animal oils and fats,10402,식물성 유지 제조업,230690,기타,Other
21920,채유용 종자 및 과실의 고운 가루 및 굵은 가루(겨자 가루는 제외),21920,"Flours and meals of oil seeds or oleaginous fruits, except those of mustard",1040,동물성 및 식물성 유지 제조업,Manufacture of vegetable and animal oils and fats,10402,식물성 유지 제조업,120810,대두로 만든 것,Of soya beans
21920,채유용 종자 및 과실의 고운 가루 및 굵은 가루(겨자 가루는 제외),21920,"Flours and meals of oil seeds or oleaginous fruits, except those of mustard",1040,동물성 및 식물성 유지 제조업,Manufacture of vegetable and animal oils and fats,10402,식물성 유지 제조업,120890,기타,Other
21931,"식물성 왁스(트리글리세라이드 제외), 데그라스, 지방질 또는 동물성이나 식물성 왁스를 처리한 결과로 생긴 잔류물",21931,"Vegetable waxes (other than triglycerides), whether or not refined or coloured",1040,동물성 및 식물성 유지 제조업,Manufacture of vegetable and animal oils and fats,10402,식물성 유지 제조업,152110,식물성 납(蠟),Vegetable waxes
21932,"데그라스(유지), 지방질 또는 동물성이나 식물성 왁스를 처리한 결과로 생긴 잔류물",21932,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,1040,동물성 및 식물성 유지 제조업,Manufacture of vegetable and animal oils and fats,10402,식물성 유지 제조업,152200,"데그라스(degras), 지방성 물질이나 동물성ㆍ식물성 납(蠟)을 처리할 때 생기는 잔유물",Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes.
22110,액상시유,22110,Processed liquid milk,1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40110,지방분이 전 중량의 100분의 1 이하인 것,"Of a fat content, by weight, not exceeding 1 %"
22110,액상시유,22110,Processed liquid milk,1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40120,지방분이 전 중량의 100분의 1 초과 100분의 6 이하인 것,"Of a fat content, by weight, exceeding 1 % but not exceeding 6 %"
22120,신선한 크림,22120,"Cream, fresh",1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40140,지방분이 전 중량의 100분의 6 초과 100분의 10 이하인 것,"Of a fat content, by weight, exceeding 6% but not exceeding 10%"
22120,신선한 크림,22120,"Cream, fresh",1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40150,지방분이 전 중량의 100분의 10을 초과하는 것,"Of a fat content, by weight, exceeding 10%"
22130,유장,22130,Whey,1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40410,유장과 변성유장(농축한 것인지 또는 설탕이나 그 밖의 감미료를 첨가한 것인지에 상관없다),"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter"
22211,전지 분유,22211,Whole milk powder,1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40221,설탕이나 그 밖의 감미료를 첨가하지 않은 것,Not containing added sugar or other sweetening matter
22211,전지 분유,22211,Whole milk powder,1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40229,기타,Other
22212,탈지유 및 유장 분말,22212,Skim milk and whey powder,1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40210,가루 모양ㆍ알갱이 모양이나 그 밖의 고체 상태인 것으로서 지방분이 전 중량의 100분의 1.5 이하인 것,"In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %"
22219,기타 고체 형태의 기타 우유 및 크림,22219,"Other milk and cream in solid forms, n.e.c.",1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40490,기타,Other
22221,연유,22221,Evaporated milk,1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40291,설탕이나 그 밖의 감미료를 첨가하지 않은 것,Not containing added sugar or other sweetening matter
22221,연유,22222,Condensed milk,1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40299,기타,Other
22229,기타 우유 및 크림,22229,"Milk and cream, n.e.c.",1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40291,설탕이나 그 밖의 감미료를 첨가하지 않은 것,Not containing added sugar or other sweetening matter
22229,기타 우유 및 크림,22229,"Milk and cream, n.e.c.",1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40299,기타,Other
22230,요구르트 및 기타 발효 또는 산성화된 우유 및 크림,22230,Yoghurt and other fermented or acidified milk and cream,1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40310,요구르트,Yogurt
22230,요구르트 및 기타 발효 또는 산성화된 우유 및 크림,22230,Yoghurt and other fermented or acidified milk and cream,1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40390,기타,Other
22241,우유에서 얻은 버터 및 기타 유지,22241,Butter and other fats and oils derived from milk of cattle,1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40510,버터,Butter
22241,우유에서 얻은 버터 및 기타 유지,22241,Butter and other fats and oils derived from milk of cattle,1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40520,데어리 스프레드(dairy spread),Dairy spreads
22241,우유에서 얻은 버터 및 기타 유지,22241,Butter and other fats and oils derived from milk of cattle,1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40590,기타,Other
22249,기타 젖에서 얻은 버터 및 기타 유지,22242,Butter and other fats and oils derived from milk of buffalo,1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40510,버터,Butter
22249,기타 젖에서 얻은 버터 및 기타 유지,22249,Butter and other fats and oils derived from milk of other animals,1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40520,데어리 스프레드(dairy spread),Dairy spreads
22249,기타 젖에서 얻은 버터 및 기타 유지,22249,Butter and other fats and oils derived from milk of other animals,1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40590,기타,Other
22251,우유에서 얻은 치즈(신선 또는 가공한 것),22251,"Cheese from milk of cattle, fresh or processed",1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40610,신선한(숙성되지 않은 것이나 처리하지 않은 것) 치즈(유장치즈를 포함한다)와 커드(curd),"Fresh (unripened or uncured) cheese, including whey cheese, and curd"
22251,우유에서 얻은 치즈(신선 또는 가공한 것),22251,"Cheese from milk of cattle, fresh or processed",1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40620,갈았거나 가루 모양으로 한 모든 종류의 치즈,"Grated or powdered cheese, of all kinds"
22251,우유에서 얻은 치즈(신선 또는 가공한 것),22251,"Cheese from milk of cattle, fresh or processed",1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40630,가공치즈(갈았거나 가루 모양의 것은 제외한다),"Processed cheese, not grated or powdered"
22251,우유에서 얻은 치즈(신선 또는 가공한 것),22251,"Cheese from milk of cattle, fresh or processed",1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40640,블루바인 치즈(blue-veined cheese)와 페니실리움 로우크포티(Penicillium roqueforti)로 생산된 바인(vein)을 함유한 그 밖의 치즈,Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti
22251,우유에서 얻은 치즈(신선 또는 가공한 것),22251,"Cheese from milk of cattle, fresh or processed",1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40690,그 밖의 치즈,Other cheese
22259,기타 치즈(신선 또는 가공한 것),22252,"Cheese from milk of buffalo, fresh or processed",1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40610,신선한(숙성되지 않은 것이나 처리하지 않은 것) 치즈(유장치즈를 포함한다)와 커드(curd),"Fresh (unripened or uncured) cheese, including whey cheese, and curd"
22259,기타 치즈(신선 또는 가공한 것),22253,"Cheese from milk of sheep, fresh or processed",1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40620,갈았거나 가루 모양으로 한 모든 종류의 치즈,"Grated or powdered cheese, of all kinds"
22259,기타 치즈(신선 또는 가공한 것),22254,"Cheese from milk of goats, fresh or processed",1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40630,가공치즈(갈았거나 가루 모양의 것은 제외한다),"Processed cheese, not grated or powdered"
22259,기타 치즈(신선 또는 가공한 것),22259,"Cheese, fresh or processed, n.e.c.",1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40640,블루바인 치즈(blue-veined cheese)와 페니실리움 로우크포티(Penicillium roqueforti)로 생산된 바인(vein)을 함유한 그 밖의 치즈,Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti
22259,기타 치즈(신선 또는 가공한 것),22259,"Cheese, fresh or processed, n.e.c.",1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40690,그 밖의 치즈,Other cheese
22260,카세인,22260,Casein,1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,350110,카세인(casein),Casein
22270,아이스크림 및 빙과류,22270,Ice cream and other edible ice,1050,낙농제품 제조업,Manufacture of dairy products,10502,아이스크림 및 기타 식용 빙과류 제조업,210500,아이스크림과 그 밖의 빙과류(코코아를 함유했는지에 상관없다),"Ice cream and other edible ice, whether or not containing cocoa."
22290,기타 낙농 제품,22290,Dairy products n.e.c.,1050,낙농제품 제조업,Manufacture of dairy products,10501,액상시유 및 기타 낙농 제품 제조업,40490,기타,Other
22300,계란 및 새의 알(저장 또는 요리한 것),22300,"Eggs, in shell, preserved or cooked",1079,달리 분류되지 않은 기타 식품 제조업,Manufacture of other food products n.e.c.,10799,그 외 기타 식료품 제조업,40790,기타,Other
23110,밀가루 및 메슬린 가루,23110,Wheat and meslin flour,1061,곡물 가공품 제조업,Manufacture of grain mill products,10612,곡물 제분업,110100,밀가루나 메슬린(meslin) 가루,Wheat or meslin flour.
23120,기타 곡물 가루,23120,Other cereal flours,1061,곡물 가공품 제조업,Manufacture of grain mill products,10612,곡물 제분업,110220,옥수수가루,Maize (corn) flour
23120,기타 곡물 가루,23120,Other cereal flours,1061,곡물 가공품 제조업,Manufacture of grain mill products,10612,곡물 제분업,110290,기타,Other
23130,"밀 및 기타 곡물의 분쇄물, 거친가루 및 펠릿",23130,"Groats, meal and pellets of wheat and other cereals",1061,곡물 가공품 제조업,Manufacture of grain mill products,10612,곡물 제분업,110311,밀로 만든 것,Of wheat
23130,"밀 및 기타 곡물의 분쇄물, 거친가루 및 펠릿",23130,"Groats, meal and pellets of wheat and other cereals",1061,곡물 가공품 제조업,Manufacture of grain mill products,10612,곡물 제분업,110313,옥수수로 만든 것,Of maize (corn)
23130,"밀 및 기타 곡물의 분쇄물, 거친가루 및 펠릿",23130,"Groats, meal and pellets of wheat and other cereals",1061,곡물 가공품 제조업,Manufacture of grain mill products,10612,곡물 제분업,110319,그 밖의 곡물로 만든 것,Of other cereals
23130,"밀 및 기타 곡물의 분쇄물, 거친가루 및 펠릿",23130,"Groats, meal and pellets of wheat and other cereals",1061,곡물 가공품 제조업,Manufacture of grain mill products,10612,곡물 제분업,110320,펠릿(pellet),Pellets
23140,기타 곡물 제품(콘플레이크 포함),23140,Other cereal grain products (including corn flakes),1061,곡물 가공품 제조업,Manufacture of grain mill products,10619,기타 곡물 가공품 제조업,110412,귀리로 만든 것,Of oats
23140,기타 곡물 제품(콘플레이크 포함),23140,Other cereal grain products (including corn flakes),1061,곡물 가공품 제조업,Manufacture of grain mill products,10619,기타 곡물 가공품 제조업,110419,기타 곡물로 만든 것,Of other cereals
23140,기타 곡물 제품(콘플레이크 포함),23140,Other cereal grain products (including corn flakes),1061,곡물 가공품 제조업,Manufacture of grain mill products,10619,기타 곡물 가공품 제조업,110422,귀리로 만든 것,Of oats
23140,기타 곡물 제품(콘플레이크 포함),23140,Other cereal grain products (including corn flakes),1061,곡물 가공품 제조업,Manufacture of grain mill products,10619,기타 곡물 가공품 제조업,110423,옥수수로 만든 것,Of maize (corn)
23140,기타 곡물 제품(콘플레이크 포함),23140,Other cereal grain products (including corn flakes),1061,곡물 가공품 제조업,Manufacture of grain mill products,10619,기타 곡물 가공품 제조업,110429,그 밖의 곡물로 만든 것,Of other cereals
23140,기타 곡물 제품(콘플레이크 포함),23140,Other cereal grain products (including corn flakes),1061,곡물 가공품 제조업,Manufacture of grain mill products,10619,기타 곡물 가공품 제조업,110430,곡물의 씨눈[원래 모양인 것ㆍ압착한 것ㆍ플레이크(flake) 모양인 것ㆍ잘게 부순 것으로 한정한다],"Germ of cereals, whole, rolled, flaked or ground"
23140,기타 곡물 제품(콘플레이크 포함),23140,Other cereal grain products (including corn flakes),1061,곡물 가공품 제조업,Manufacture of grain mill products,10619,기타 곡물 가공품 제조업,190410,곡물이나 곡물가공품을 팽창시키거나 볶아서 얻은 조제 식료품,Prepared foods obtained by the swelling or roasting of cereals or cereal products
23140,기타 곡물 제품(콘플레이크 포함),23140,Other cereal grain products (including corn flakes),1061,곡물 가공품 제조업,Manufacture of grain mill products,10619,기타 곡물 가공품 제조업,190420,볶지 않은 곡물 플레이크(flake)의 조제 식료품ㆍ볶지 않은 곡물 플레이크(flake)와 볶은 곡물 플레이크(flake)나 팽창된 곡물의 혼합물로 만든 조제 식료품,Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes and roasted cereal flakes or swelled cereals
23140,기타 곡물 제품(콘플레이크 포함),23140,Other cereal grain products (including corn flakes),1061,곡물 가공품 제조업,Manufacture of grain mill products,10619,기타 곡물 가공품 제조업,190430,불거 밀(bulgur wheat),Bulgur wheat
23140,기타 곡물 제품(콘플레이크 포함),23140,Other cereal grain products (including corn flakes),1061,곡물 가공품 제조업,Manufacture of grain mill products,10619,기타 곡물 가공품 제조업,190490,기타,Other
23151,정미,23161,"Rice, semi- or wholly milled",1061,곡물 가공품 제조업,Manufacture of grain mill products,10611,곡물 도정업,100630,정미(연마ㆍ광택 여부에 상관없다),"Semi-milled or wholly milled rice, whether or not polished or glazed"
23151,정미,23161,"Rice, semi- or wholly milled",1061,곡물 가공품 제조업,Manufacture of grain mill products,10611,곡물 도정업,100640,쇄미(broken rice),Broken rice
23152,현미,23162,Husked rice,1061,곡물 가공품 제조업,Manufacture of grain mill products,10611,곡물 도정업,100620,현미,Husked (brown) rice
23153,보리쌀,23130,"Groats, meal and pellets of wheat and other cereals",1061,곡물 가공품 제조업,Manufacture of grain mill products,10611,곡물 도정업,110419,기타 곡물로 만든 것,Of other cereals
23153,보리쌀,23130,"Groats, meal and pellets of wheat and other cereals",1061,곡물 가공품 제조업,Manufacture of grain mill products,10611,곡물 도정업,110429,그 밖의 곡물로 만든 것,Of other cereals
23154,정미 부산물,23161,"Rice, semi- or wholly milled",1061,곡물 가공품 제조업,Manufacture of grain mill products,10611,곡물 도정업,100630,정미(연마ㆍ광택 여부에 상관없다),"Semi-milled or wholly milled rice, whether or not polished or glazed"
23154,정미 부산물,23161,"Rice, semi- or wholly milled",1061,곡물 가공품 제조업,Manufacture of grain mill products,10611,곡물 도정업,100640,쇄미(broken rice),Broken rice
23155,기타 부산물,23130,"Groats, meal and pellets of wheat and other cereals",1061,곡물 가공품 제조업,Manufacture of grain mill products,10611,곡물 도정업,110311,밀로 만든 것,Of wheat
23155,기타 부산물,23130,"Groats, meal and pellets of wheat and other cereals",1061,곡물 가공품 제조업,Manufacture of grain mill products,33999,그 외 기타 달리 분류 되지 않은 제품 제조업,110313,옥수수로 만든 것,Of maize (corn)
23155,기타 부산물,23130,"Groats, meal and pellets of wheat and other cereals",1061,곡물 가공품 제조업,Manufacture of grain mill products,33999,그 외 기타 달리 분류 되지 않은 제품 제조업,110319,그 밖의 곡물로 만든 것,Of other cereals
23155,기타 부산물,23130,"Groats, meal and pellets of wheat and other cereals",1061,곡물 가공품 제조업,Manufacture of grain mill products,33999,그 외 기타 달리 분류 되지 않은 제품 제조업,110320,펠릿(pellet),Pellets
23160,기타 야채의 고운가루 및 거친가루,23170,Other vegetable flours and meals,1061,곡물 가공품 제조업,Manufacture of grain mill products,10612,곡물 제분업,110610,건조한 채두류(菜豆類)의 것(제0713호의 것으로 한정한다),Of the dried leguminous vegetables of heading 07.13
23160,기타 야채의 고운가루 및 거친가루,23170,Other vegetable flours and meals,1061,곡물 가공품 제조업,Manufacture of grain mill products,10612,곡물 제분업,110620,사고(sago)ㆍ뿌리나 괴경(塊莖)의 것(제0714호의 것으로 한정한다),Of sago or of roots or tubers of heading 07.14
23160,기타 야채의 고운가루 및 거친가루,23170,Other vegetable flours and meals,1061,곡물 가공품 제조업,Manufacture of grain mill products,10612,곡물 제분업,110630,제8류 물품의 것,Of the products of Chapter 8
23170,베이커리 제품 제조용 혼합물 및 가루반죽,23180,Mixes and doughs for the preparation of bakers' wares,1061,곡물 가공품 제조업,Manufacture of grain mill products,10613,곡물 혼합 분말 및 반죽 제조업,190120,제1905호의 베이커리제품 제조용 혼합물과 가루반죽,Mixes and doughs for the preparation of baker's wares of heading 19.05
23211,유당 및 유당 시럽,23210,Glucose and glucose syrup; fructose and fructose syrup; lactose and lactose syrup; invert sugar; sugars and sugar syrups n.e.c.; artificial honey; caramel,1050,낙농제품 제조업,Manufacture of dairy products,10620,전분제품 및 당류 제조업,170211,건조 상태에서 측정한 유당(乳糖)[무수유당(無水乳糖)]의 함유량이 전 중량의 100분의 99 이상인 것,"Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter"
23211,유당 및 유당 시럽,23210,Glucose and glucose syrup; fructose and fructose syrup; lactose and lactose syrup; invert sugar; sugars and sugar syrups n.e.c.; artificial honey; caramel,1062,전분 및 전분 제품 제조업,Manufacture of starches and starch products,10620,전분제품 및 당류 제조업,170211,건조 상태에서 측정한 유당(乳糖)[무수유당(無水乳糖)]의 함유량이 전 중량의 100분의 99 이상인 것,"Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter"
23211,유당 및 유당 시럽,23210,Glucose and glucose syrup; fructose and fructose syrup; lactose and lactose syrup; invert sugar; sugars and sugar syrups n.e.c.; artificial honey; caramel,1079,달리 분류되지 않은 기타 식품 제조업,Manufacture of other food products n.e.c.,10620,전분제품 및 당류 제조업,170211,건조 상태에서 측정한 유당(乳糖)[무수유당(無水乳糖)]의 함유량이 전 중량의 100분의 99 이상인 것,"Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter"
23212,포도당 및 포도당 시럽,23210,Glucose and glucose syrup; fructose and fructose syrup; lactose and lactose syrup; invert sugar; sugars and sugar syrups n.e.c.; artificial honey; caramel,1050,낙농제품 제조업,Manufacture of dairy products,10620,전분제품 및 당류 제조업,170230,포도당과 포도당시럽(과당을 함유하지 않거나 건조 상태에서 과당의 함유량이 전 중량의 100분의 20 미만인 것으로 한정한다),"Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose"
23212,포도당 및 포도당 시럽,23210,Glucose and glucose syrup; fructose and fructose syrup; lactose and lactose syrup; invert sugar; sugars and sugar syrups n.e.c.; artificial honey; caramel,1062,전분 및 전분 제품 제조업,Manufacture of starches and starch products,10620,전분제품 및 당류 제조업,170240,"포도당과 포도당시럽(건조 상태에서 과당의 함유량이 전 중량의 100분의 20 이상 100분의 50 미만인 것으로 한정한다). 다만, 전화당(轉化糖)은 제외한다.","Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar"
23212,포도당 및 포도당 시럽,23210,Glucose and glucose syrup; fructose and fructose syrup; lactose and lactose syrup; invert sugar; sugars and sugar syrups n.e.c.; artificial honey; caramel,1079,달리 분류되지 않은 기타 식품 제조업,Manufacture of other food products n.e.c.,10620,전분제품 및 당류 제조업,170240,"포도당과 포도당시럽(건조 상태에서 과당의 함유량이 전 중량의 100분의 20 이상 100분의 50 미만인 것으로 한정한다). 다만, 전화당(轉化糖)은 제외한다.","Glucose and glucose syrup, containing in the dry state at least 20 % but less than 50 % by weight of fructose, excluding invert sugar"
23213,과당 및 과당 시럽,23210,Glucose and glucose syrup; fructose and fructose syrup; lactose and lactose syrup; invert sugar; sugars and sugar syrups n.e.c.; artificial honey; caramel,1050,낙농제품 제조업,Manufacture of dairy products,10620,전분제품 및 당류 제조업,170250,화학적으로 순수한 과당,Chemically pure fructose
23213,과당 및 과당 시럽,23210,Glucose and glucose syrup; fructose and fructose syrup; lactose and lactose syrup; invert sugar; sugars and sugar syrups n.e.c.; artificial honey; caramel,1062,전분 및 전분 제품 제조업,Manufacture of starches and starch products,10620,전분제품 및 당류 제조업,170260,"그 밖의 과당과 과당시럽(건조 상태에서 과당의 함유량이 전 중량의 100분의 50을 초과하는 것으로 한정한다). 다만, 전화당(轉化糖)은 제외한다.","Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar"
23213,과당 및 과당 시럽,23210,Glucose and glucose syrup; fructose and fructose syrup; lactose and lactose syrup; invert sugar; sugars and sugar syrups n.e.c.; artificial honey; caramel,1079,달리 분류되지 않은 기타 식품 제조업,Manufacture of other food products n.e.c.,10620,전분제품 및 당류 제조업,170260,"그 밖의 과당과 과당시럽(건조 상태에서 과당의 함유량이 전 중량의 100분의 50을 초과하는 것으로 한정한다). 다만, 전화당(轉化糖)은 제외한다.","Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar"
23219,"전화당 및 그 밖의 기타 설탕 및 설탕 시럽, 인조꿀, 캐러멜",23210,Glucose and glucose syrup; fructose and fructose syrup; lactose and lactose syrup; invert sugar; sugars and sugar syrups n.e.c.; artificial honey; caramel,1050,낙농제품 제조업,Manufacture of dairy products,10620,전분제품 및 당류 제조업,170290,기타[전화당(轉化糖)과 그 밖의 당류(糖類)와 당시럽 혼합물(건조 상태에서 과당의 함유량이 전 중량의 100분의 50인 것으로 한정한다)을 포함한다],"Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose"
