 HS2017_CD, HS2017_KO_NM, KSIC10_CD, KSIC10_KO_NM
170199,기타,10720,설탕 제조업
170113,이 류의 소호주 제2호에 규정된 사탕수수당,10720,설탕 제조업
170290,기타[전화당(轉化糖)과 그 밖의 당류(糖類)와 당시럽 혼합물(건조 상태에서 과당의 함유량이 전 중량의 100분의 50인 것으로 한정한다)을 포함한다],10620,전분제품 및 당류 제조업
170191,향미제(香味劑)나 착색제가 첨가된 것,10720,설탕 제조업
170114,그 밖의 사탕수수당,10720,설탕 제조업
