 HS2017_CD, HS2017_KO_NM, KSIC10_CD, KSIC10_KO_NM
940490,기타,13221,침구 및 관련제품 제조업
621010,제5602호나 제5603호의 직물로 만든 것,14199,그 외 기타 봉제의복 제조업
620920,면으로 만든 것,14194,유아용 의복 제조업
630710,마루닦이포ㆍ접시닦이포ㆍ더스터(duster)와 이와 유사한 청소용 포,13229,기타 직물제품 제조업
630790,기타,13229,기타 직물제품 제조업
