 HS2017_CD, HS2017_KO_NM, KSIC10_CD, KSIC10_KO_NM
100710,종자,1123,종자 및 묘목 생산업
120810,대두로 만든 것,10402,식물성 유지 제조업
670100,새의 깃털이나 솜털이 붙은 가죽과 그 밖의 부분ㆍ깃털과 그 부분ㆍ솜털과 이들의 제품[제0505호의 물품과 가공한 깃대(scape)ㆍ깃촉(quill)은 제외한다],33932,전시용 모형 제조업
100830,카나리시드(canary seed),1110,곡물 및 기타 식량작물 재배업
100830,카나리시드(canary seed),1123,종자 및 묘목 생산업
